larva,side,rod,length,ate,Food_conc,Food_species,fed,lit,condition,larvae_per_well,lar_ml,hpf,dpf,species
50,R,PO,98.6,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
50,R,ALA,152,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
50,L,BR,177.5,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
50,L,PO,103.1,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
50,L,ALA,147.3,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
51,R,BR,168.4,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
51,R,PO,70.9,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
51,R,ALA,NA,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
51,L,BR,168.9,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
51,L,PO,77.6,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
51,L,ALA,NA,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
52,R,BR,166.6,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
52,R,PO,78.4,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
52,R,ALA,NA,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
52,L,BR,170.8,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
52,L,PO,78.8,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
52,L,ALA,NA,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
53,R,BR,183.2,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
53,R,PO,88.9,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
53,R,ALA,NA,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
53,L,BR,180.1,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
53,L,PO,78.9,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
53,L,ALA,NA,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
54,R,BR,182,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
54,R,PO,85.7,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
54,R,ALA,133.6,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
54,L,BR,176.7,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
54,L,PO,86.2,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
54,L,ALA,138.4,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
55,R,BR,164.4,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
55,R,PO,79.9,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
55,R,ALA,134.2,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
55,L,BR,170.7,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
55,L,PO,78.1,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
55,L,ALA,NA,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
56,R,BR,173.5,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
56,R,PO,89.9,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
56,R,ALA,NA,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
56,L,BR,169.7,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
56,L,PO,89.5,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
56,L,ALA,NA,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
57,R,BR,177.9,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
57,R,PO,74.5,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
57,R,ALA,120,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
57,L,BR,173.4,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
57,L,PO,83.4,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
57,L,ALA,NA,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
58,R,BR,159.1,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
58,R,PO,93,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
58,R,ALA,142.7,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
58,L,BR,159.2,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
58,L,PO,106,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
58,L,ALA,146.3,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
59,R,BR,158,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
59,R,PO,105.1,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
59,R,ALA,152.4,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
59,L,BR,173.7,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
59,L,PO,90.4,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
59,L,ALA,140.1,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
60,R,BR,161.5,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
60,R,PO,77.6,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
60,R,ALA,120.6,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
60,L,BR,160.7,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
60,L,PO,76.9,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
60,L,ALA,NA,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
61,R,BR,152.2,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
61,R,PO,82.4,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
61,R,ALA,147,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
61,L,BR,159.6,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
61,L,PO,NA,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
61,L,ALA,NA,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
62,R,BR,182.9,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
62,R,PO,80.8,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
62,R,ALA,147.9,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
62,L,BR,182.7,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
62,L,PO,76.8,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
62,L,ALA,140.3,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
63,R,BR,167.5,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
63,R,PO,85.5,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
63,R,ALA,130.1,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
63,L,BR,164.8,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
63,L,PO,90.8,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
63,L,ALA,115,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
64,R,BR,150.5,NO,0,NO,Starved,DD,DMSO,100,25,144,6,Sp
64,R,PO,89.2,NO,0,NO,Starved,LD,DMSO,100,25,144,6,Sp
64,R,ALA,135.9,NO,0,NO,Starved,LD,DMSO,100,25,144,6,Sp
64,L,BR,148.7,NO,0,NO,Starved,LD,DMSO,100,25,144,6,Sp
64,L,PO,96.8,NO,0,NO,Starved,LD,DMSO,100,25,144,6,Sp
64,L,ALA,140,NO,0,NO,Starved,LD,DMSO,100,25,144,6,Sp
65,R,BR,190.6,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
65,R,PO,112.2,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
65,R,ALA,154.1,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
65,L,BR,187.7,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
65,L,PO,104.1,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
65,L,ALA,151.6,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
66,R,BR,158.2,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
66,R,PO,100.9,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
66,R,ALA,NA,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
66,L,BR,165.3,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
66,L,PO,121,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
66,L,ALA,155.8,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
67,R,BR,167.5,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
67,R,PO,117.2,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
67,R,ALA,156.6,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
67,L,BR,172.7,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
67,L,PO,110.5,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
67,L,ALA,NA,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
68,R,BR,168.6,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
68,R,PO,110.2,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
68,R,ALA,168.5,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
68,L,BR,175.7,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
68,L,PO,103.8,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
68,L,ALA,NA,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
69,R,BR,172.6,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
69,R,PO,NA,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
69,R,ALA,105.3,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
69,L,BR,171,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
69,L,PO,111.4,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
69,L,ALA,157,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
70,R,BR,174,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
70,R,PO,100.8,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
70,R,ALA,NA,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
70,L,BR,173.4,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
70,L,PO,106.3,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
70,L,ALA,157.1,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
71,R,BR,173.6,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
71,R,PO,107.8,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
71,R,ALA,161.6,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
71,L,BR,187,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
71,L,PO,88.2,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
71,L,ALA,164.9,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
72,R,BR,174.8,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
72,R,PO,101,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
72,R,ALA,138.7,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
72,L,BR,NA,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
72,L,PO,95.3,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
72,L,ALA,NA,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
73,R,BR,169.5,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
73,R,PO,108.9,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
73,R,ALA,NA,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
73,L,BR,NA,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
73,L,PO,NA,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
73,L,ALA,NA,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
74,R,BR,164,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
74,R,PO,118.8,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
74,R,ALA,NA,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
74,L,BR,165.5,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
74,L,PO,108,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
74,L,ALA,NA,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
75,R,BR,173.4,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
75,R,PO,91.3,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
75,R,ALA,136.4,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
75,L,BR,178.8,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
75,L,PO,96.3,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
75,L,ALA,129.4,YES,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
76,R,BR,171.1,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
76,R,PO,94.8,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
76,R,ALA,164.3,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
76,L,BR,169.8,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
76,L,PO,102.5,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
76,L,ALA,NA,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
77,R,BR,161.5,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
77,R,PO,96.1,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
77,R,ALA,NA,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
77,L,BR,168.7,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
77,L,PO,101.8,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
77,L,ALA,142.3,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
78,R,BR,172.3,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
78,R,PO,125.3,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
78,R,ALA,169.4,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
78,L,BR,179.3,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
78,L,PO,118.3,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
78,L,ALA,162.5,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
79,R,BR,171.8,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
79,R,PO,107.5,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
79,R,ALA,155.8,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
79,L,BR,163.3,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
79,L,PO,115,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
79,L,ALA,165.3,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
80,R,BR,165,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
80,R,PO,96.9,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
80,R,ALA,141.8,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
80,L,BR,171.1,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
80,L,PO,93.4,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
80,L,ALA,NA,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
81,R,BR,171.9,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
81,R,PO,129.9,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
81,R,ALA,175.7,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
81,L,BR,170.5,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
81,L,PO,112,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
81,L,ALA,172.1,NO,5,D_tertiolecta,Fed,LD,TH_inh_10nM,100,25,144,6,Sp
82,R,BR,195.3,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
82,R,PO,107.8,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
82,R,ALA,NA,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
82,L,BR,185.4,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
82,L,PO,116,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
82,L,ALA,161,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
83,R,BR,170.2,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
83,R,PO,84.6,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
83,R,ALA,131,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
83,L,BR,171.9,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
83,L,PO,87.6,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
83,L,ALA,141.9,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
84,R,BR,170.8,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
84,R,PO,100.9,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
84,R,ALA,151,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
84,L,BR,174.4,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
84,L,PO,96.1,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
84,L,ALA,142.4,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
85,R,BR,174.2,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
85,R,PO,104.2,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
85,R,ALA,144.9,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
85,L,BR,176.6,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
85,L,PO,97.8,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
85,L,ALA,NA,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
86,R,BR,173.4,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
86,R,PO,127.4,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
86,R,ALA,175.6,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
86,L,BR,172.6,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
86,L,PO,114.7,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
86,L,ALA,174.7,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
87,R,BR,170.8,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
87,R,PO,114.3,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
87,R,ALA,162,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
87,L,BR,172.4,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
87,L,PO,75.1,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
87,L,ALA,130.1,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
88,R,BR,159,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
88,R,PO,100.1,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
88,R,ALA,155.4,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
88,L,BR,170,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
88,L,PO,98.3,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
88,L,ALA,NA,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
89,R,BR,181.7,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
89,R,PO,91.7,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
89,R,ALA,NA,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
89,L,BR,172.9,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
89,L,PO,95.9,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
89,L,ALA,160,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
90,R,BR,173.8,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
90,R,PO,85.4,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
90,R,ALA,NA,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
90,L,BR,174.5,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
90,L,PO,91.6,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
90,L,ALA,NA,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
91,R,BR,171.6,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
91,R,PO,121.9,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
91,R,ALA,NA,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
91,L,BR,155.2,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
91,L,PO,133.7,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
91,L,ALA,NA,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
92,R,BR,176.7,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
92,R,PO,127.2,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
92,R,ALA,NA,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
92,L,BR,176.9,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
92,L,PO,96.9,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
92,L,ALA,158.7,NO,0,NO,Starved,LD,TH_inh_10nM,100,25,144,6,Sp
93,R,BR,153.8,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
93,R,PO,61.6,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
93,R,ALA,NA,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
93,L,BR,157.4,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
93,L,PO,69.4,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
93,L,ALA,NA,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
94,R,BR,177.7,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
94,R,PO,NA,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
94,R,ALA,NA,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
94,L,BR,172,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
94,L,PO,106.2,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
94,L,ALA,165.8,YES,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
95,R,BR,172.3,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
95,R,PO,96.8,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
95,R,ALA,NA,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
95,L,BR,172.1,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
95,L,PO,77.9,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
95,L,ALA,NA,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
96,R,BR,167.4,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
96,R,PO,94.3,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
96,R,ALA,139.8,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
96,L,BR,168.1,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
96,L,PO,94.4,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
96,L,ALA,140.5,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
97,R,BR,181.9,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
97,R,PO,90.8,NO,5,D_tertiolecta,Fed,DD,TH_inh_10nM,100,25,144,6,Sp
